chr1	x1	x2	chr2	y1	y2
1	38492463	38492483	1	39301090	39301110
1	38492463	38492483	1	39052903	39052923
13	85470449	85470469	13	86380889	86380909
13	95327353	95327373	13	96056717	96056737
13	96189091	96189111	13	96486616	96486636
13	96276371	96276391	13	96632920	96632940
1	40075452	40075472	1	40123881	40123901
1	40075452	40075472	1	40185866	40185886
1	40282651	40282671	1	40498136	40498156
1	40282651	40282671	1	40439355	40439375
1	40385342	40385362	1	40439355	40439375
1	40385342	40385362	1	40498136	40498156
1	40804551	40804571	1	40870687	40870707
14	100196493	100196513	14	100351878	100351898
14	100448965	100448985	14	100659579	100659599
14	101317649	101317669	14	102094940	102094960
14	102904513	102904533	14	102983329	102983349
14	103161063	103161083	14	103384376	103384396
14	104038514	104038534	14	104145917	104145937
14	105442612	105442632	14	105512190	105512210
14	106052244	106052264	14	106172475	106172495
1	41788727	41788747	1	41898566	41898586
14	21966876	21966896	14	22025910	22025930
14	22771662	22771682	14	23039454	23039474
14	23246834	23246854	14	23322425	23322445
14	23590210	23590230	14	23656452	23656472
14	23797413	23797433	14	23938479	23938499
14	24058364	24058384	14	24399152	24399172
14	24483327	24483347	14	24559906	24559926
14	24527659	24527679	14	24559906	24559926
14	25204293	25204313	14	25602202	25602222
14	25275602	25275622	14	25602202	25602222
1	42810116	42810136	1	43212992	43213012
14	30018252	30018272	14	30912801	30912821
14	30018252	30018272	14	30683856	30683876
14	30018252	30018272	14	30474513	30474533
1	43043759	43043779	1	43539478	43539498
1	43043759	43043779	1	43212992	43213012
14	31125558	31125578	14	31376143	31376163
14	31449511	31449531	14	31551383	31551403
1	43243709	43243729	1	43539478	43539498
14	32542972	32542992	14	32938802	32938822
14	32542972	32542992	14	33029656	33029676
14	33045478	33045498	14	34262061	34262081
14	33180468	33180488	14	34262061	34262081
1	43388780	43388800	1	43539478	43539498
14	34308996	34309016	14	34568078	34568098
14	34308996	34309016	14	34697391	34697411
14	34308996	34309016	14	34770528	34770548
14	35610105	35610125	14	36156714	36156734
14	36843421	36843441	14	37074306	37074326
1	43693104	43693124	1	43880473	43880493
14	37715728	37715748	14	38344034	38344054
14	39576930	39576950	14	39896027	39896047
1	44683567	44683587	1	45060980	45061000
14	48386739	48386759	14	48868072	48868092
14	48386739	48386759	14	49640668	49640688
1	44844045	44844065	1	45060980	45061000
14	49928693	49928713	14	50296986	50297006
14	50101074	50101094	14	50296986	50297006
14	50101074	50101094	14	50571859	50571879
14	51066855	51066875	14	51327397	51327417
14	52766590	52766610	14	52940489	52940509
14	53290460	53290480	14	53521803	53521823
14	53290460	53290480	14	53773092	53773112
14	53290460	53290480	14	53428021	53428041
14	54006387	54006407	14	54642230	54642250
14	55556458	55556478	14	55627894	55627914
14	56198791	56198811	14	56806994	56807014
14	58968122	58968142	14	59495472	59495492
14	58968122	58968142	14	59522335	59522355
14	61092248	61092268	14	61492133	61492153
14	61092248	61092268	14	61719678	61719698
14	61736465	61736485	14	62304497	62304517
14	61763823	61763843	14	62304497	62304517
14	62361371	62361391	14	62593767	62593787
14	63855720	63855740	14	64237096	64237116
14	64099833	64099853	14	64237096	64237116
14	64811040	64811060	14	65103583	65103603
1	46502893	46502913	1	46689311	46689331
14	65290109	65290129	14	65358695	65358715
14	65631011	65631031	14	66537627	66537647
14	65689242	65689262	14	65881889	65881909
14	65881889	65881909	14	66537627	66537647
14	68410756	68410776	14	68715284	68715304
14	70285589	70285609	14	70494706	70494726
14	71284640	71284660	14	71422778	71422798
14	71605893	71605913	14	72219957	72219977
14	71605893	71605913	14	71870595	71870615
14	73640014	73640034	14	73938984	73939004
14	73698755	73698775	14	73938984	73939004
14	73762089	73762109	14	73938984	73939004
14	74195609	74195629	14	74505127	74505147
14	75327787	75327807	14	75555442	75555462
14	75599266	75599286	14	75920803	75920823
14	75599266	75599286	14	75955307	75955327
14	76044185	76044205	14	76120657	76120677
14	77176639	77176659	14	77251301	77251321
14	77925653	77925673	14	78017860	78017880
14	78914991	78915011	14	79303367	79303387
14	78914991	78915011	14	79033085	79033105
14	81421253	81421273	14	81931024	81931044
1	48463454	48463474	1	48527033	48527053
14	88212042	88212062	14	88362927	88362947
14	88411511	88411531	14	88635069	88635089
14	89506854	89506874	14	89884470	89884490
14	89506854	89506874	14	90234299	90234319
14	89506854	89506874	14	90381793	90381813
14	89643944	89643964	14	90234299	90234319
14	89643944	89643964	14	90381793	90381813
14	89884470	89884490	14	90234299	90234319
14	90405963	90405983	14	90701864	90701884
14	90439756	90439776	14	90701864	90701884
14	91369543	91369563	14	91752967	91752987
14	92923219	92923239	14	93147584	93147604
14	93055758	93055778	14	93147584	93147604
14	93181243	93181263	14	93250352	93250372
14	94900424	94900444	14	95015924	95015944
14	96032669	96032689	14	96460848	96460868
14	96032669	96032689	14	96742030	96742050
14	96032669	96032689	14	96240841	96240861
14	96075917	96075937	14	96240841	96240861
14	97050777	97050797	14	97207933	97207953
14	99984924	99984944	14	100095354	100095374
1	50834304	50834324	1	51071340	51071360
1	50834304	50834324	1	51169896	51169916
15	101840660	101840680	15	102181547	102181567
15	101840660	101840680	15	102042258	102042278
1	52607710	52607730	1	52762115	52762135
1	52607710	52607730	1	53152078	53152098
15	33378878	33378898	15	33993079	33993099
15	33585091	33585111	15	33993079	33993099
15	35370868	35370888	15	35736978	35736998
15	36793462	36793482	15	37398753	37398773
15	37176020	37176040	15	37398753	37398773
1	53744077	53744097	1	53859162	53859182
15	38646707	38646727	15	38682313	38682333
15	39000212	39000232	15	40049263	40049283
15	40078866	40078886	15	40167342	40167362
15	40078866	40078886	15	40322628	40322648
1	54326732	54326752	1	54425511	54425531
15	44196151	44196171	15	44358608	44358628
15	44955983	44956003	15	45077064	45077084
1	54535957	54535977	1	54955241	54955261
15	47763824	47763844	15	48280304	48280324
15	48004044	48004064	15	48280304	48280324
15	49154199	49154219	15	49438389	49438409
15	52274629	52274649	15	52432214	52432234
15	57114085	57114105	15	57598996	57599016
15	57210565	57210585	15	57598996	57599016
15	57438776	57438796	15	57598996	57599016
15	57438776	57438796	15	57834579	57834599
1	55750629	55750649	1	57050769	57050789
1	55750629	55750649	1	57175141	57175161
15	57633034	57633054	15	57819879	57819899
15	58024907	58024927	15	58474928	58474948
15	58335597	58335617	15	58474928	58474948
15	59539754	59539774	15	59704970	59704990
15	60209900	60209920	15	60472173	60472193
15	68155915	68155935	15	68447482	68447502
15	68545434	68545454	15	68675952	68675972
15	69022934	69022954	15	69168350	69168370
15	69076204	69076224	15	69168350	69168370
15	72036440	72036460	15	72448541	72448561
15	73014598	73014618	15	73373877	73373897
15	73853028	73853048	15	73928990	73929010
15	74674889	74674909	15	74782323	74782343
15	74674889	74674909	15	74913567	74913587
15	76102490	76102510	15	76432000	76432020
15	77411310	77411330	15	77789332	77789352
15	77411310	77411330	15	77836066	77836086
15	77411310	77411330	15	77479019	77479039
15	77479019	77479039	15	77789332	77789352
15	77479019	77479039	15	77836066	77836086
15	78423775	78423795	15	78488168	78488188
15	78600926	78600946	15	78715367	78715387
15	78931250	78931270	15	79001914	79001934
15	79673539	79673559	15	80465843	80465863
15	79673539	79673559	15	79888523	79888543
15	80061670	80061690	15	80465843	80465863
15	80061670	80061690	15	80285907	80285927
15	81567560	81567580	15	82339615	82339635
15	81773084	81773104	15	82232116	82232136
15	82401007	82401027	15	82490524	82490544
15	85874522	85874542	15	85957903	85957923
15	89600908	89600928	15	89672921	89672941
1	58981655	58981675	1	59118444	59118464
1	58981655	58981675	1	60225304	60225324
15	90283458	90283478	15	90614652	90614672
15	90304150	90304170	15	90418386	90418406
15	90304150	90304170	15	90630204	90630224
15	90442028	90442048	15	90614652	90614672
15	90863423	90863443	15	91429413	91429433
15	90863423	90863443	15	91237086	91237106
1	59205707	59205727	1	60165095	60165115
1	59205707	59205727	1	60225304	60225324
1	59205707	59205727	1	60413178	60413198
15	93064944	93064964	15	93258218	93258238
15	93155829	93155849	15	93258218	93258238
15	95802835	95802855	15	96888921	96888941
15	98985789	98985809	15	99202625	99202645
15	99062481	99062501	15	99202625	99202645
1	60345409	60345429	1	60413178	60413198
16	10350833	10350853	16	10831097	10831117
16	11626164	11626184	16	11907742	11907762
16	12990607	12990627	16	13547993	13548013
16	157200	157220	16	412319	412339
16	19097964	19097984	16	19387092	19387112
16	19097964	19097984	16	19191406	19191426
16	19097964	19097984	16	19514147	19514167
16	19179209	19179229	16	19387092	19387112
16	19612844	19612864	16	19897756	19897776
16	19918940	19918960	16	20311964	20311984
16	20613910	20613930	16	20719646	20719666
16	20861370	20861390	16	21095319	21095339
16	21200163	21200183	16	21566320	21566340
16	21595476	21595496	16	21720019	21720039
16	21668683	21668703	16	21720019	21720039
16	2391002	2391022	16	2551366	2551386
16	25067116	25067136	16	25236756	25236776
16	25067116	25067136	16	25138281	25138301
16	25288132	25288152	16	25719492	25719512
16	25850219	25850239	16	27121145	27121165
1	62641425	62641445	1	62873263	62873283
1	62641425	62641445	1	63212386	63212406
16	27246467	27246487	16	27468611	27468631
16	27651266	27651286	16	28082210	28082230
16	29239586	29239606	16	88227821	88227841
1	62974021	62974041	1	63212386	63212406
16	29711971	29711991	16	30033037	30033057
16	30856189	30856209	16	30933024	30933044
16	31708407	31708427	16	31880098	31880118
1	64081679	64081699	1	64602950	64602970
1	64734918	64734938	1	65290044	65290064
16	48387646	48387666	16	48560591	48560611
16	49442015	49442035	16	49955938	49955958
16	52225633	52225653	16	52946659	52946679
16	52225633	52225653	16	53056521	53056541
16	53164495	53164515	16	53241840	53241860
16	55499205	55499225	16	55876919	55876939
16	55746374	55746394	16	55876919	55876939
16	56611118	56611138	16	56736125	56736145
16	56998607	56998627	16	57202091	57202111
1	65701751	65701771	1	66153537	66153557
16	58054745	58054765	16	58340408	58340428
16	58370738	58370758	16	58790493	58790513
1	65896967	65896987	1	66153537	66153557
16	63395108	63395128	16	65152062	65152082
16	66440533	66440553	16	66623500	66623520
16	67581045	67581065	16	67678753	67678773
16	67850588	67850608	16	67962554	67962574
16	67917790	67917810	16	68074650	68074670
16	68027305	68027325	16	68074650	68074670
16	68936473	68936493	16	69158056	69158076
16	69184230	69184250	16	69321030	69321050
16	69743582	69743602	16	69964274	69964294
16	69830583	69830603	16	69964274	69964294
16	72158953	72158973	16	72501245	72501265
1	67230858	67230878	1	67966303	67966323
1	67461914	67461934	1	67966303	67966323
16	74743492	74743512	16	74896831	74896851
16	75233395	75233415	16	75419617	75419637
16	75233395	75233415	16	75798255	75798275
16	75505843	75505863	16	75798255	75798275
16	75823246	75823266	16	76687515	76687535
1	67699856	67699876	1	67966303	67966323
16	77270062	77270082	16	77618316	77618336
16	77709801	77709821	16	78005641	78005661
1	67813547	67813567	1	67966303	67966323
16	78537577	78537597	16	78804643	78804663
16	78739749	78739769	16	78804643	78804663
16	78739749	78739769	16	79636227	79636247
16	82297293	82297313	16	82490392	82490412
16	82297293	82297313	16	82664495	82664515
16	82297293	82297313	16	83249184	83249204
16	82297293	82297313	16	83480564	83480584
1	6854392	6854412	1	7130636	7130656
16	86597624	86597644	16	87096461	87096481
16	86597624	86597644	16	87312398	87312418
16	8885929	8885949	16	9228817	9228837
16	8985739	8985759	16	9228817	9228837
1	70598803	70598823	1	70975966	70975986
1	70994601	70994621	1	71515874	71515894
1	7102953	7102973	1	7707466	7707486
17	10549909	10549929	17	10748643	10748663
1	71151158	71151178	1	71515874	71515894
17	1268894	1268914	17	1419107	1419127
17	15732212	15732232	17	15901970	15901990
17	16267259	16267279	17	16424754	16424774
17	16356713	16356733	17	16424754	16424774
17	17400286	17400306	17	17545302	17545322
17	17584597	17584617	17	17763700	17763720
17	17584597	17584617	17	17936994	17937014
17	17715717	17715737	17	17763700	17763720
17	17715717	17715737	17	17936994	17937014
17	17794504	17794524	17	17936994	17937014
17	19266332	19266352	17	19350553	19350573
17	19896237	19896257	17	20020169	20020189
17	19896237	19896257	17	20224241	20224261
17	20025116	20025136	17	20224241	20224261
17	20130234	20130254	17	20224241	20224261
17	2286042	2286062	17	2319510	2319530
17	25572450	25572470	17	25660037	25660057
17	25978625	25978645	17	26207221	26207241
17	262198	262218	17	603934	603954
17	26132638	26132658	17	26207221	26207241
17	2731893	2731913	17	2916441	2916461
17	27697317	27697337	17	27864164	27864184
17	28134957	28134977	17	28258546	28258566
17	28452455	28452475	17	28564054	28564074
17	29764462	29764482	17	30169740	30169760
17	29885869	29885889	17	30169740	30169760
17	30810668	30810688	17	30936293	30936313
17	32106306	32106326	17	32473652	32473672
17	32255048	32255068	17	32473652	32473672
17	32527101	32527121	17	32688642	32688662
17	32747481	32747501	17	32965445	32965465
17	33639895	33639915	17	34074669	34074689
17	33940135	33940155	17	34074669	34074689
17	3586691	3586711	17	3730631	3730651
17	35887542	35887562	17	36151518	36151538
17	36061605	36061625	17	36151518	36151538
17	36505182	36505202	17	36571129	36571149
17	37139563	37139583	17	37309290	37309310
17	38459425	38459445	17	38689735	38689755
17	39894412	39894432	17	39958003	39958023
17	42477788	42477808	17	42600700	42600720
17	43717904	43717924	17	43909664	43909684
17	44080064	44080084	17	44290445	44290465
17	45307283	45307303	17	45393211	45393231
17	45307283	45307303	17	45693372	45693392
17	45776362	45776382	17	45879939	45879959
17	46429366	46429386	17	46534791	46534811
17	46802049	46802069	17	46962202	46962222
17	46891959	46891979	17	46962202	46962222
17	47393001	47393021	17	47472556	47472576
17	47393001	47393021	17	47626034	47626054
17	47485524	47485544	17	47626034	47626054
17	49078590	49078610	17	49230697	49230717
17	49938492	49938512	17	50184189	50184209
17	53070595	53070615	17	53373474	53373494
17	54670013	54670033	17	54793420	54793440
17	54897198	54897218	17	55017434	55017454
17	55320625	55320645	17	55749433	55749453
17	55935457	55935477	17	56077035	56077055
17	56381819	56381839	17	56525036	56525056
17	56788508	56788528	17	57082415	57082435
1	75731557	75731577	1	76098221	76098241
17	59713473	59713493	17	59914768	59914788
17	59713473	59713493	17	60186970	60186990
17	60781297	60781317	17	61045965	61045985
17	61502926	61502946	17	61556433	61556453
17	62106413	62106433	17	62359508	62359528
17	62773134	62773154	17	62958099	62958119
17	62958099	62958119	17	63195055	63195075
17	63290475	63290495	17	64161844	64161864
17	63290475	63290495	17	63552686	63552706
17	64251335	64251355	17	64563503	64563523
17	64251335	64251355	17	64902974	64902994
17	65383261	65383281	17	65471693	65471713
1	76619980	76620000	1	77614066	77614086
17	67565342	67565362	17	68548756	68548776
17	67565342	67565362	17	68140559	68140579
17	68632852	68632872	17	70536642	70536662
17	69469520	69469540	17	70536642	70536662
17	698242	698262	17	899921	899941
17	71251991	71252011	17	71366198	71366218
17	71425691	71425711	17	71706645	71706665
17	72375720	72375740	17	72453865	72453885
17	74519345	74519365	17	74620148	74620168
17	74519345	74519365	17	74677490	74677510
17	74864420	74864440	17	75243272	75243292
1	77614066	77614086	1	78580218	78580238
1	77614066	77614086	1	77999557	77999577
17	76286032	76286052	17	76418282	76418302
17	76357022	76357042	17	76418282	76418302
17	76493349	76493369	17	76967537	76967557
17	76862009	76862029	17	76967537	76967557
17	7726198	7726218	17	7944866	7944886
17	7816426	7816446	17	7944866	7944886
17	78400847	78400867	17	78549321	78549341
17	78840180	78840200	17	78944384	78944404
17	79227294	79227314	17	79451492	79451512
1	78596628	78596648	1	79142227	79142247
1	78610909	78610929	1	79073203	79073223
1	79083384	79083404	1	79305565	79305585
1	79305565	79305585	1	79663291	79663311
18	10560624	10560644	18	11154574	11154594
18	10787487	10787507	18	11154574	11154594
18	10851923	10851943	18	11041002	11041022
18	10851923	10851943	18	11154574	11154594
18	10851923	10851943	18	11519266	11519286
18	11938058	11938078	18	12039120	12039140
18	12093045	12093065	18	12237375	12237395
18	12727238	12727258	18	12934652	12934672
18	12744317	12744337	18	13159675	13159695
18	13824054	13824074	18	14086771	14086791
18	19069268	19069288	18	19536185	19536205
18	19477876	19477896	18	19536185	19536205
18	19477876	19477896	18	20143263	20143283
18	20711856	20711876	18	20939002	20939022
18	20711856	20711876	18	20991945	20991965
18	20711856	20711876	18	20817774	20817794
18	20817774	20817794	18	20939002	20939022
18	21096077	21096097	18	21167010	21167030
18	21202375	21202395	18	21699129	21699149
18	21202375	21202395	18	21283220	21283240
18	21202375	21202395	18	21392692	21392712
18	21939853	21939873	18	22306840	22306860
18	23887331	23887351	18	24229856	24229876
18	23985536	23985556	18	24229856	24229876
18	29136028	29136048	18	29399771	29399791
18	29136028	29136048	18	29302512	29302532
18	2932366	2932386	18	3063146	3063166
18	2932366	2932386	18	3246200	3246220
18	2994714	2994734	18	3246200	3246220
18	31702897	31702917	18	31902838	31902858
18	31702897	31702917	18	32368092	32368112
18	3281605	3281625	18	3454870	3454890
18	3281605	3281625	18	3666447	3666467
18	33336651	33336671	18	33530526	33530546
18	33336651	33336671	18	33864837	33864857
18	33597819	33597839	18	33864837	33864857
18	33676064	33676084	18	33864837	33864857
18	33676064	33676084	18	34152392	34152412
18	34965987	34966007	18	35056343	35056363
18	38515566	38515586	18	39486821	39486841
18	39878894	39878914	18	41167705	41167725
18	39878894	39878914	18	40851982	40852002
18	40176344	40176364	18	40851982	40852002
18	42259156	42259176	18	42792875	42792895
18	43245253	43245273	18	43653891	43653911
18	43271407	43271427	18	43554226	43554246
18	43728891	43728911	18	44238423	44238443
18	45299182	45299202	18	45549200	45549220
18	48346441	48346461	18	48577668	48577688
18	48636865	48636885	18	49814955	49814975
18	49194668	49194688	18	49814955	49814975
18	51436254	51436274	18	51646010	51646030
18	53082686	53082706	18	54243482	54243502
18	54416082	54416102	18	55113761	55113781
18	54536585	54536605	18	55113761	55113781
18	54719605	54719625	18	55113761	55113781
18	55549207	55549227	18	55789309	55789329
18	55710908	55710928	18	55789309	55789329
18	57126778	57126798	18	57490983	57491003
18	57450482	57450502	18	57490983	57491003
1	85773980	85774000	1	86484169	86484189
18	5879571	5879591	18	6521993	6522013
18	5879571	5879591	18	6482738	6482758
18	5879571	5879591	18	6219302	6219322
18	58989664	58989684	18	59169915	59169935
18	59249254	59249274	18	59798728	59798748
18	59303220	59303240	18	59798728	59798748
18	59568778	59568798	18	59798728	59798748
18	59851006	59851026	18	59916900	59916920
18	60382200	60382220	18	60625302	60625322
18	61491348	61491368	18	61603565	61603585
1	8621290	8621310	1	8731548	8731568
1	8621290	8621310	1	8786753	8786773
1	8621290	8621310	1	8909134	8909154
1	86360528	86360548	1	86484169	86484189
18	64884977	64884997	18	66327797	66327817
18	6543502	6543522	18	6886423	6886443
18	67863258	67863278	18	68101310	68101330
18	70429945	70429965	18	71510212	71510232
18	70429945	70429965	18	70803552	70803572
18	71863794	71863814	18	72161042	72161062
18	71863794	71863814	18	72219372	72219392
18	72020599	72020619	18	72161042	72161062
18	72020599	72020619	18	72219372	72219392
1	87299452	87299472	1	87550122	87550142
18	74515881	74515901	18	74695425	74695445
18	74712575	74712595	18	75362926	75362946
1	87597587	87597607	1	88419610	88419630
1	87758792	87758812	1	88419610	88419630
1	87791829	87791849	1	88419610	88419630
18	864963	864983	18	1664297	1664317
1	89464555	89464575	1	89824031	89824051
1	89464555	89464575	1	89920909	89920929
1	89551656	89551676	1	89824031	89824051
18	9612398	9612418	18	9673678	9673698
1	89948990	89949010	1	90064776	90064796
18	9971500	9971520	18	11154574	11154594
1	90270386	90270406	1	90452946	90452966
19	10691817	10691837	19	10755621	10755641
19	10691817	10691837	19	10810612	10810632
19	11404618	11404638	19	11593579	11593599
19	11607333	11607353	19	11698701	11698721
19	1279875	1279895	19	1372159	1372179
19	13323831	13323851	19	13373378	13373398
19	13991020	13991040	19	14459452	14459472
1	9170986	9171006	1	9256680	9256700
1	91748433	91748453	1	92393024	92393044
19	18057280	18057300	19	18107822	18107842
19	18319327	18319347	19	18362789	18362809
19	18561893	18561913	19	18786763	18786783
19	19643190	19643210	19	19754823	19754843
19	19643190	19643210	19	20070190	20070210
1	91977143	91977163	1	92393024	92393044
1	92463354	92463374	1	93088937	93088957
19	2648626	2648646	19	2749386	2749406
19	28457445	28457465	19	29201400	29201420
19	28465070	28465090	19	28816430	28816450
19	28957205	28957225	19	29201400	29201420
19	30221537	30221557	19	30364576	30364596
1	93214744	93214764	1	93284067	93284087
19	32831357	32831377	19	33061305	33061325
1	93324587	93324607	1	93459854	93459874
1	9349238	9349258	1	9516012	9516032
1	9349238	9349258	1	9633975	9633995
1	93487304	93487324	1	93527955	93527975
19	34992637	34992657	19	35203770	35203790
19	35130576	35130596	19	35203770	35203790
19	35464232	35464252	19	35504043	35504063
19	35760691	35760711	19	35959796	35959816
19	36618781	36618801	19	36661795	36661815
19	38389490	38389510	19	38826291	38826311
19	38734626	38734646	19	38826291	38826311
19	39612870	39612890	19	39678056	39678076
19	39612870	39612890	19	39818911	39818931
19	39703168	39703188	19	39818911	39818931
19	41168825	41168845	19	41415082	41415102
19	41168825	41168845	19	41650500	41650520
19	41710356	41710376	19	41814589	41814609
19	42377229	42377249	19	42455966	42455986
19	42954778	42954798	19	43033585	43033605
19	43951349	43951369	19	44314133	44314153
19	43951349	43951369	19	44023817	44023837
1	94491600	94491620	1	94801538	94801558
19	45227304	45227324	19	45274098	45274118
1	94527156	94527176	1	94801538	94801558
19	46532316	46532336	19	46768680	46768700
19	47799557	47799577	19	47894866	47894886
19	4872786	4872806	19	4911968	4911988
19	49601242	49601262	19	49711719	49711739
19	49895314	49895334	19	50050413	50050433
19	49895314	49895334	19	49934198	49934218
19	5048453	5048473	19	5578406	5578426
19	50860489	50860509	19	51287004	51287024
19	51041160	51041180	19	51287004	51287024
19	52642623	52642643	19	52741214	52741234
19	53698713	53698733	19	54735704	54735724
1	96701884	96701904	1	97311194	97311214
19	7633432	7633452	19	7864635	7864655
1	99260015	99260035	1	99947133	99947153
20	10534189	10534209	20	11524883	11524903
20	10534189	10534209	20	11185981	11186001
20	10534189	10534209	20	11254900	11254920
20	11254900	11254920	20	11524883	11524903
20	12905991	12906011	20	13086679	13086699
20	13100338	13100358	20	13527362	13527382
20	13305770	13305790	20	13527362	13527382
20	13800998	13801018	20	14035967	14035987
20	15689826	15689846	20	16456793	16456813
20	16499123	16499143	20	16742067	16742087
20	17485634	17485654	20	18257559	18257579
20	18394018	18394038	20	19643218	19643238
20	19186754	19186774	20	19564627	19564647
20	19186754	19186774	20	19643218	19643238
20	1946467	1946487	20	2153368	2153388
20	19609375	19609395	20	19643218	19643238
20	19765705	19765725	20	19976097	19976117
20	1987521	1987541	20	2153368	2153388
20	20064636	20064656	20	20549429	20549449
20	20064636	20064656	20	20218194	20218214
20	20341218	20341238	20	20549429	20549449
20	21700432	21700452	20	22293577	22293597
20	21789865	21789885	20	22228880	22228900
20	30048459	30048479	20	30091097	30091117
20	30157505	30157525	20	30200771	30200791
20	3034680	3034700	20	3297432	3297452
20	30440665	30440685	20	30539955	30539975
20	31109681	31109701	20	31366437	31366457
20	31109681	31109701	20	31240895	31240915
20	31262299	31262319	20	31366437	31366457
20	32450604	32450624	20	32717645	32717665
20	32900629	32900649	20	33357668	33357688
20	335281	335301	20	719836	719856
20	335281	335301	20	459783	459803
20	35241266	35241286	20	35515772	35515792
20	35898249	35898269	20	36013254	36013274
20	35898249	35898269	20	36163001	36163021
20	36013254	36013274	20	36163001	36163021
20	36192936	36192956	20	36621546	36621566
20	38788895	38788915	20	39318816	39318836
20	39426272	39426292	20	39574771	39574791
20	39801946	39801966	20	39968805	39968825
20	40585119	40585139	20	41816559	41816579
20	42166899	42166919	20	42709563	42709583
20	42378558	42378578	20	42469319	42469339
20	42378558	42378578	20	42709563	42709583
20	42745475	42745495	20	42819039	42819059
20	42745475	42745495	20	42939940	42939960
20	43362231	43362251	20	43496386	43496406
20	44221366	44221386	20	44399970	44399990
20	44761430	44761450	20	45039770	45039790
20	44935859	44935879	20	45039770	45039790
20	45149802	45149822	20	45310165	45310185
20	4588060	4588080	20	5081569	5081589
20	45901718	45901738	20	46250100	46250120
20	47274426	47274446	20	47521746	47521766
20	47749626	47749646	20	47833825	47833845
20	49988991	49989011	20	50240955	50240975
20	50745208	50745228	20	50996446	50996466
20	5186208	5186228	20	5429313	5429333
20	52029843	52029863	20	52679469	52679489
20	52029843	52029863	20	52164473	52164493
20	52195476	52195496	20	52486510	52486530
20	52195476	52195496	20	52679469	52679489
20	55125847	55125867	20	55549624	55549644
20	55125847	55125867	20	55623500	55623520
20	55125847	55125867	20	55921628	55921648
20	5549876	5549896	20	5769184	5769204
20	56229505	56229525	20	56754775	56754795
20	57663067	57663087	20	57782992	57783012
20	58173875	58173895	20	58326324	58326344
20	58173875	58173895	20	58425278	58425298
20	60586096	60586116	20	60958024	60958044
20	62169427	62169447	20	62273542	62273562
20	6809630	6809650	20	7840159	7840179
20	8112734	8112754	20	8370314	8370334
20	8112734	8112754	20	8286273	8286293
2	102500487	102500507	2	103059880	103059900
2	102637247	102637267	2	103059880	103059900
2	102868256	102868276	2	103059880	103059900
2	102868256	102868276	2	102972204	102972224
2	103778076	103778096	2	105466180	105466200
2	106192968	106192988	2	106701983	106702003
2	108966646	108966666	2	109200570	109200590
2	113384271	113384291	2	113716579	113716599
2	113507414	113507434	2	113716579	113716599
2	113507414	113507434	2	113642667	113642687
2	114006921	114006941	2	114128286	114128306
2	11618226	11618246	2	11919480	11919500
2	118227993	118228013	2	118543478	118543498
2	118572059	118572079	2	118761091	118761111
2	118790156	118790176	2	119613401	119613421
2	118979752	118979772	2	119613401	119613421
2	120165458	120165478	2	120233985	120234005
2	120165458	120165478	2	120417798	120417818
21	22372073	22372093	21	24164475	24164495
2	122732779	122732799	2	124751486	124751506
21	26268626	26268646	21	26686381	26686401
21	26268626	26268646	21	26412251	26412271
21	26412251	26412271	21	26758386	26758406
2	127285846	127285866	2	127535095	127535115
21	28221935	28221955	21	29073497	29073517
2	128821168	128821188	2	128991263	128991283
2	129494345	129494365	2	130154968	130154988
2	129494345	129494365	2	130607323	130607343
21	30462490	30462510	21	31222203	31222223
21	30605672	30605692	21	30671129	30671149
2	130694092	130694112	2	131911730	131911750
2	130694092	130694112	2	132170904	132170924
21	31416970	31416990	21	32458947	32458967
21	31713480	31713500	21	32458947	32458967
21	32471038	32471058	21	32553040	32553060
21	32471038	32471058	21	32977095	32977115
21	32570985	32571005	21	32953266	32953286
21	33158368	33158388	21	33630835	33630855
2	133304853	133304873	2	133929164	133929184
2	133304853	133304873	2	134537858	134537878
2	133304853	133304873	2	134602034	134602054
21	33775617	33775637	21	33973492	33973512
21	34025821	34025841	21	34199084	34199104
21	34199084	34199104	21	34817748	34817768
21	35296478	35296498	21	35616062	35616082
2	135761991	135762011	2	136467638	136467658
2	136231332	136231352	2	136467638	136467658
21	36262496	36262516	21	36772919	36772939
2	137181190	137181210	2	138596238	138596258
21	37513924	37513944	21	37703396	37703416
21	37876710	37876730	21	37915304	37915324
21	37876710	37876730	21	38300099	38300119
21	38003203	38003223	21	38300099	38300119
2	138225020	138225040	2	138596238	138596258
2	138705494	138705514	2	139131709	139131729
21	39084639	39084659	21	39498917	39498937
21	40890404	40890424	21	42506038	42506058
21	40890404	40890424	21	41087908	41087928
21	42655333	42655353	21	42832712	42832732
21	43565786	43565806	21	43870218	43870238
21	43565786	43565806	21	43678880	43678900
21	43729952	43729972	21	43870218	43870238
2	143792130	143792150	2	144017127	144017147
2	143868598	143868618	2	143980176	143980196
2	143868598	143868618	2	144017127	144017147
21	44013530	44013550	21	44238529	44238549
21	46312870	46312890	21	46352724	46352744
21	46369844	46369864	21	46548704	46548724
21	46712548	46712568	21	47240653	47240673
2	147491817	147491837	2	148668697	148668717
2	147802794	147802814	2	148668697	148668717
2	147840620	147840640	2	148668697	148668717
2	148695498	148695518	2	149267186	149267206
2	148695498	148695518	2	149846598	149846618
2	148747529	148747549	2	149267186	149267206
2	149874083	149874103	2	150417985	150418005
2	150454236	150454256	2	151467391	151467411
